CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
13531.0,5,2,483.8,4,3,3,Champions
13533.0,67,2,146.64,2,3,1,At Risk
13534.0,11,15,2348.0,4,4,4,Champions
13538.0,75,2,504.3,2,3,3,Loyal Customers
13539.0,40,2,315.65,3,3,2,Potential Loyalists
13544.0,40,1,122.91,3,1,1,Potential Loyalists
13548.0,43,1,281.01,3,1,2,Potential Loyalists
13549.0,1,2,407.2,4,3,2,Champions
13551.0,119,1,91.80000000000001,1,1,1,Hibernating
13552.0,5,5,1861.29,4,4,4,Champions
13555.0,1,2,1590.05,4,3,4,Champions
13557.0,80,1,240.68,2,1,1,At Risk
13561.0,15,1,141.85999999999999,4,1,1,Potential Loyalists
13562.0,45,1,603.27,3,1,3,Potential Loyalists
13564.0,154,2,1198.38,1,3,4,Loyal Customers
13565.0,134,1,110.17999999999999,1,1,1,Hibernating
13569.0,167,1,118.32,1,1,1,Hibernating
13570.0,43,1,239.49,3,1,1,Potential Loyalists
13571.0,26,2,272.01,3,3,2,Potential Loyalists
13572.0,5,1,1384.25,4,1,4,Potential Loyalists
13573.0,53,1,31.770000000000003,2,1,1,At Risk
13576.0,19,7,2746.4,3,4,4,Loyal Customers
13577.0,42,1,356.75,3,1,2,Potential Loyalists
13579.0,169,1,164.70000000000002,1,1,1,Hibernating
13581.0,109,1,118.0,1,1,1,Hibernating
13584.0,106,1,142.4,1,1,1,Hibernating
13588.0,55,1,113.30000000000001,2,1,1,At Risk
13590.0,39,2,610.48,3,3,3,Loyal Customers
13591.0,4,2,776.23,4,3,3,Champions
13592.0,6,3,205.51,4,3,1,Champions
13593.0,63,3,1022.95,2,3,3,Loyal Customers
13599.0,42,6,1634.3600000000001,3,4,4,Loyal Customers
13600.0,112,1,219.52,1,1,1,Hibernating
13601.0,11,1,373.2,4,1,2,Potential Loyalists
13606.0,43,2,250.42,3,3,2,Potential Loyalists
13610.0,43,2,349.72,3,3,2,Potential Loyalists
13611.0,160,1,303.15000000000003,1,1,2,Hibernating
13614.0,130,1,205.75,1,1,1,Hibernating
13615.0,119,1,417.69,1,1,2,Hibernating
13623.0,10,4,551.92,4,4,3,Champions
13626.0,53,1,257.23,2,1,2,At Risk
13627.0,5,2,605.92,4,3,3,Champions
13629.0,10,4,2888.0,4,4,4,Champions
13630.0,45,2,730.92,3,3,3,Loyal Customers
13631.0,2,4,1330.0,4,4,4,Champions
13632.0,33,2,613.03,3,3,3,Loyal Customers
13634.0,42,2,625.41,3,3,3,Loyal Customers
13636.0,52,3,541.45,2,3,3,Loyal Customers
13637.0,26,1,422.6,3,1,2,Potential Loyalists
13642.0,15,1,354.8,4,1,2,Potential Loyalists
13647.0,35,1,424.64,3,1,2,Potential Loyalists
13649.0,56,2,346.6,2,3,2,At Risk
13650.0,7,2,745.52,4,3,3,Champions
13652.0,57,2,638.24,2,3,3,Loyal Customers
13654.0,2,3,1172.84,4,3,4,Champions
13655.0,42,1,383.65,3,1,2,Potential Loyalists
13656.0,137,1,162.70000000000002,1,1,1,Hibernating
13657.0,1,1,152.34,4,1,1,Potential Loyalists
13658.0,4,1,933.3,4,1,3,Potential Loyalists
13659.0,5,2,1573.2,4,3,4,Champions
13662.0,12,2,532.94,4,3,3,Champions
13666.0,87,2,64.05,2,3,1,At Risk
13668.0,1,11,3758.07,4,4,4,Champions
13672.0,101,2,186.39000000000001,1,3,1,Hibernating
13675.0,84,1,308.44,2,1,2,At Risk
13680.0,137,2,2391.59,1,3,4,Loyal Customers
13684.0,86,1,67.23,2,1,1,At Risk
13692.0,14,2,871.58,4,3,3,Champions
13694.0,13,23,25683.16,4,4,4,Champions
13695.0,13,4,285.48,4,4,2,Champions
13700.0,40,5,943.66,3,4,3,Loyal Customers
13703.0,118,1,99.5,1,1,1,Hibernating
13705.0,174,1,318.14,1,1,2,Hibernating
13706.0,103,1,330.79,1,1,2,Hibernating
13707.0,67,2,806.41,2,3,3,Loyal Customers
13708.0,71,1,296.88,2,1,2,At Risk
13709.0,115,1,474.7,1,1,3,Hibernating
13711.0,19,2,252.06,3,3,2,Potential Loyalists
13712.0,46,1,228.84,3,1,1,Potential Loyalists
13715.0,81,5,1079.34,2,4,4,Loyal Customers
13716.0,69,1,138.28,2,1,1,At Risk
13717.0,41,2,570.59,3,3,3,Loyal Customers
13718.0,46,2,306.55,3,3,2,Potential Loyalists
13719.0,5,2,338.74,4,3,2,Champions
13720.0,38,2,432.1,3,3,2,Potential Loyalists
13722.0,82,1,1463.47,2,1,4,At Risk
13723.0,17,1,199.85000000000002,3,1,1,Potential Loyalists
13725.0,25,6,1751.6,3,4,4,Loyal Customers
13728.0,54,2,341.58,2,3,2,At Risk
13731.0,19,2,610.59,3,3,3,Loyal Customers
13735.0,34,1,935.15,3,1,3,Potential Loyalists
13736.0,60,1,357.53,2,1,2,At Risk
13740.0,41,1,350.75,3,1,2,Potential Loyalists
13741.0,17,1,162.96,3,1,1,Potential Loyalists
13742.0,14,5,1642.48,4,4,4,Champions
13743.0,17,2,353.15999999999997,3,3,2,Potential Loyalists
13744.0,92,1,893.16,1,1,3,Hibernating
13747.0,174,1,79.6,1,1,1,Hibernating
13748.0,32,3,580.85,3,3,3,Loyal Customers
13750.0,97,2,688.8000000000001,1,3,3,Loyal Customers
13751.0,88,1,296.25,2,1,2,At Risk
13752.0,8,3,724.67,4,3,3,Champions
13753.0,87,1,741.26,2,1,3,At Risk
13754.0,117,1,156.0,1,1,1,Hibernating
13756.0,6,4,1403.6100000000001,4,4,4,Champions
13758.0,1,5,2351.52,4,4,4,Champions
13760.0,56,1,135.09,2,1,1,At Risk
13762.0,19,1,306.72,3,1,2,Potential Loyalists
13764.0,137,1,499.89,1,1,3,Hibernating
13767.0,3,22,7241.29,4,4,4,Champions
13769.0,8,5,1448.01,4,4,4,Champions
13771.0,47,1,871.6,2,1,3,At Risk
13772.0,39,1,228.42,3,1,1,Potential Loyalists
13777.0,8,19,9916.65,4,4,4,Champions
13781.0,50,1,127.84,2,1,1,At Risk
13782.0,34,2,361.3,3,3,2,Potential Loyalists
13784.0,19,5,772.47,3,4,3,Loyal Customers
13786.0,167,1,230.39999999999998,1,1,1,Hibernating
13787.0,164,1,106.4,1,1,1,Hibernating
13792.0,87,1,74.60000000000001,2,1,1,At Risk
13798.0,5,29,20780.44,4,4,4,Champions
13799.0,94,1,341.7,1,1,2,Hibernating
13800.0,109,1,558.32,1,1,3,Hibernating
13802.0,54,2,3131.06,2,3,4,Loyal Customers
13803.0,55,1,277.07,2,1,2,At Risk
13804.0,90,1,723.63,2,1,3,At Risk
13807.0,167,1,112.6,1,1,1,Hibernating
13809.0,105,1,155.05,1,1,1,Hibernating
13811.0,36,2,481.5,3,3,3,Loyal Customers
13815.0,118,1,1012.01,1,1,3,Hibernating
13817.0,151,1,128.7,1,1,1,Hibernating
13819.0,102,3,1140.35,1,3,4,Loyal Customers
13821.0,61,1,270.15,2,1,2,At Risk
13824.0,3,3,1232.98,4,3,4,Champions
13831.0,19,2,719.3,3,3,3,Loyal Customers
13835.0,15,1,328.45,4,1,2,Potential Loyalists
13837.0,11,2,271.24,4,3,2,Champions
13838.0,170,1,238.11,1,1,1,Hibernating
13841.0,52,1,85.0,2,1,1,At Risk
13842.0,27,5,1527.33,3,4,4,Loyal Customers
13846.0,42,2,663.9300000000001,3,3,3,Loyal Customers
13848.0,98,2,935.0,1,3,3,Loyal Customers
13851.0,88,1,246.32,2,1,2,At Risk
13854.0,5,14,4445.0599999999995,4,4,4,Champions
13856.0,3,1,94.39999999999999,4,1,1,Potential Loyalists
13859.0,126,1,201.16,1,1,1,Hibernating
13862.0,32,3,852.3100000000001,3,3,3,Loyal Customers
13863.0,48,1,305.78,2,1,2,At Risk
13865.0,89,1,123.30000000000001,2,1,1,At Risk
13867.0,18,1,138.85,3,1,1,Potential Loyalists
13869.0,63,3,1584.96,2,3,4,Loyal Customers
13870.0,88,1,544.03,2,1,3,At Risk
13871.0,7,5,2395.73,4,4,4,Champions
13873.0,19,2,230.4,3,3,1,Potential Loyalists
13874.0,158,1,540.45,1,1,3,Hibernating
13875.0,57,2,683.6800000000001,2,3,3,Loyal Customers
13880.0,17,5,1026.6299999999999,3,4,3,Loyal Customers
13881.0,14,4,3569.46,4,4,4,Champions
13883.0,18,4,1742.78,3,4,4,Loyal Customers
13884.0,77,3,196.25,2,3,1,At Risk
13885.0,1,1,399.15,4,1,2,Potential Loyalists
13887.0,4,1,349.55,4,1,2,Potential Loyalists
13888.0,18,1,239.52,3,1,1,Potential Loyalists
13890.0,159,1,190.35,1,1,1,Hibernating
13892.0,46,1,54.519999999999996,3,1,1,Potential Loyalists
13893.0,97,1,821.1,1,1,3,Hibernating
13894.0,110,1,160.85,1,1,1,Hibernating
13898.0,126,1,155.93,1,1,1,Hibernating
13899.0,75,1,298.5,2,1,2,At Risk
13900.0,63,1,357.58000000000004,2,1,2,At Risk
13901.0,56,2,648.3,2,3,3,Loyal Customers
13904.0,94,1,201.12,1,1,1,Hibernating
13908.0,15,2,831.11,4,3,3,Champions
13911.0,15,5,1373.49,4,4,4,Champions
13918.0,53,1,198.2,2,1,1,At Risk
13922.0,152,1,172.25,1,1,1,Hibernating
13929.0,126,1,412.85,1,1,2,Hibernating
13931.0,81,1,378.21000000000004,2,1,2,At Risk
13932.0,94,1,307.4,1,1,2,Hibernating
13934.0,64,1,922.1,2,1,3,At Risk
13939.0,111,1,184.5,1,1,1,Hibernating
13941.0,97,2,2118.96,1,3,4,Loyal Customers
13946.0,1,2,485.96999999999997,4,3,3,Champions
13948.0,161,1,102.0,1,1,1,Hibernating
13950.0,46,1,179.30999999999997,3,1,1,Potential Loyalists
13951.0,36,2,516.05,3,3,3,Loyal Customers
13952.0,18,2,3251.071,3,3,4,Loyal Customers
13953.0,11,3,1750.0,4,3,4,Champions
13955.0,105,1,205.1,1,1,1,Hibernating
13956.0,43,2,293.67,3,3,2,Potential Loyalists
13959.0,81,2,337.44,2,3,2,At Risk
13962.0,45,1,117.6,3,1,1,Potential Loyalists
13963.0,108,4,664.54,1,4,3,Loyal Customers
13969.0,18,6,1507.08,3,4,4,Loyal Customers
13971.0,14,3,974.52,4,3,3,Champions
13972.0,1,1,145.9,4,1,1,Potential Loyalists
13973.0,87,1,264.7,2,1,2,At Risk
13975.0,15,2,961.61,4,3,3,Champions
13976.0,7,1,357.98,4,1,2,Potential Loyalists
13982.0,126,2,903.8,1,3,3,Loyal Customers
13983.0,32,6,1545.37,3,4,4,Loyal Customers
13984.0,49,3,717.23,2,3,3,Loyal Customers
13985.0,15,2,640.8,4,3,3,Champions
13988.0,1,2,1356.08,4,3,4,Champions
13989.0,39,1,896.6700000000001,3,1,3,Potential Loyalists
13990.0,13,1,311.3,4,1,2,Potential Loyalists
13993.0,5,4,1492.82,4,4,4,Champions
13995.0,46,1,310.45,3,1,2,Potential Loyalists
13999.0,14,4,1246.82,4,4,4,Champions
14000.0,11,1,635.66,4,1,3,Potential Loyalists
14001.0,33,2,1309.14,3,3,4,Loyal Customers
14004.0,89,1,900.02,2,1,3,At Risk
14005.0,16,1,187.16,3,1,1,Potential Loyalists
14006.0,41,2,662.09,3,3,3,Loyal Customers
14009.0,5,1,380.91,4,1,2,Potential Loyalists
14012.0,77,1,328.8,2,1,2,At Risk
14013.0,76,1,118.5,2,1,1,At Risk
14016.0,8,3,3364.63,4,3,4,Champions
14021.0,11,2,501.7,4,3,3,Champions
14022.0,25,1,440.0,3,1,2,Potential Loyalists
14023.0,50,1,273.14,2,1,2,At Risk
14030.0,43,5,1435.02,3,4,4,Loyal Customers
14031.0,10,10,6804.01,4,4,4,Champions
14032.0,6,5,1535.57,4,4,4,Champions
14035.0,68,2,700.58,2,3,3,Loyal Customers
14036.0,85,1,626.65,2,1,3,At Risk
14037.0,164,1,111.8,1,1,1,Hibernating
14038.0,7,1,716.32,4,1,3,Potential Loyalists
14040.0,15,5,1449.38,4,4,4,Champions
14041.0,66,1,141.41,2,1,1,At Risk
14044.0,109,1,173.74,1,1,1,Hibernating
14045.0,138,3,1251.75,1,3,4,Loyal Customers
14046.0,84,1,154.99,2,1,1,At Risk
14047.0,137,2,296.22,1,3,2,Hibernating
14048.0,105,1,409.93,1,1,2,Hibernating
14049.0,117,1,1031.83,1,1,3,Hibernating
14051.0,13,11,5833.4800000000005,4,4,4,Champions
14056.0,4,9,2927.69,4,4,4,Champions
14057.0,40,7,2334.07,3,4,4,Loyal Customers
14059.0,67,1,183.6,2,1,1,At Risk
14060.0,5,10,2957.1,4,4,4,Champions
14062.0,39,6,4834.63,3,4,4,Loyal Customers
14064.0,11,3,842.16,4,3,3,Champions
14066.0,66,1,152.55,2,1,1,At Risk
14068.0,120,1,265.85,1,1,2,Hibernating
14071.0,60,2,356.81,2,3,2,At Risk
14075.0,61,1,307.92,2,1,2,At Risk
14077.0,25,2,199.61,3,3,1,Potential Loyalists
14078.0,13,4,583.98,4,4,3,Champions
14081.0,102,2,934.52,1,3,3,Loyal Customers
14082.0,164,1,182.25,1,1,1,Hibernating
14083.0,73,4,474.29,2,4,3,Loyal Customers
14085.0,59,9,2500.91,2,4,4,Loyal Customers
14088.0,122,1,7544.91,1,1,4,Hibernating
14090.0,124,1,76.32000000000001,1,1,1,Hibernating
14092.0,37,5,1469.81,3,4,4,Loyal Customers
14099.0,18,5,1321.46,3,4,4,Loyal Customers
14101.0,65,3,3068.63,2,3,4,Loyal Customers
14105.0,39,1,1266.23,3,1,4,Potential Loyalists
14107.0,20,4,1475.08,3,4,4,Loyal Customers
14110.0,20,2,1701.52,3,3,4,Loyal Customers
14111.0,41,1,94.2,3,1,1,Potential Loyalists
14112.0,4,3,1152.5,4,3,4,Champions
14113.0,154,1,433.5,1,1,2,Hibernating
14114.0,74,2,386.53,2,3,2,At Risk
14127.0,56,2,452.23,2,3,2,At Risk
14128.0,55,1,305.54,2,1,2,At Risk
14129.0,61,1,358.90000000000003,2,1,2,At Risk
14130.0,119,1,483.86,1,1,3,Hibernating
14133.0,115,1,318.0,1,1,2,Hibernating
14135.0,20,8,2121.26,3,4,4,Loyal Customers
14142.0,173,1,311.81,1,1,2,Hibernating
14145.0,17,1,1128.6,3,1,4,Potential Loyalists
14146.0,54,2,1903.73,2,3,4,Loyal Customers
14147.0,85,1,182.8,2,1,1,At Risk
14148.0,33,1,157.2,3,1,1,Potential Loyalists
14149.0,21,1,446.62,3,1,2,Potential Loyalists
14150.0,160,1,306.18,1,1,2,Hibernating
14152.0,34,1,314.51,3,1,2,Potential Loyalists
14154.0,39,2,1345.62,3,3,4,Loyal Customers
14155.0,66,1,118.75,2,1,1,At Risk
14156.0,8,18,43907.23,4,4,4,Champions
14157.0,85,1,277.17,2,1,2,At Risk
14159.0,56,2,652.09,2,3,3,Loyal Customers
14161.0,15,3,1110.52,4,3,4,Champions
14162.0,92,1,177.68,1,1,1,Hibernating
14163.0,39,1,411.87,3,1,2,Potential Loyalists
14165.0,75,1,122.53999999999999,2,1,1,At Risk
14167.0,63,2,259.0,2,3,2,At Risk
14173.0,19,1,114.04,3,1,1,Potential Loyalists
14175.0,129,1,322.58,1,1,2,Hibernating
14176.0,97,4,576.9000000000001,1,4,3,Loyal Customers
14180.0,5,15,3284.47,4,4,4,Champions
14185.0,131,1,197.65,1,1,1,Hibernating
14188.0,15,2,760.9,4,3,3,Champions
14189.0,1,8,2156.07,4,4,4,Champions
14191.0,21,1,150.32,3,1,1,Potential Loyalists
14193.0,69,1,422.53999999999996,2,1,2,At Risk
14194.0,10,6,2737.26,4,4,4,Champions
14195.0,2,2,1012.0,4,3,3,Champions
14198.0,39,1,183.3,3,1,1,Potential Loyalists
14199.0,18,1,185.39999999999998,3,1,1,Potential Loyalists
14201.0,16,3,364.26,3,3,2,Potential Loyalists
14205.0,64,1,222.9,2,1,1,At Risk
14206.0,39,1,328.15999999999997,3,1,2,Potential Loyalists
14209.0,14,3,1083.15,4,3,4,Champions
14210.0,27,4,1282.8500000000001,3,4,4,Loyal Customers
14211.0,8,5,909.89,4,4,3,Champions
14214.0,77,1,638.65,2,1,3,At Risk
14215.0,115,3,922.11,1,3,3,Loyal Customers
14217.0,7,7,823.89,4,4,3,Champions
14220.0,47,2,632.4,2,3,3,Loyal Customers
14221.0,6,2,863.98,4,3,3,Champions
14223.0,64,1,304.9,2,1,2,At Risk
14224.0,15,2,495.32,4,3,3,Champions
14226.0,10,2,1709.4,4,3,4,Champions
14227.0,36,3,1323.97,3,3,4,Loyal Customers
14229.0,92,2,762.13,1,3,3,Loyal Customers
14231.0,32,2,617.95,3,3,3,Loyal Customers
14232.0,64,1,693.1800000000001,2,1,3,At Risk
14233.0,12,3,959.1,4,3,3,Champions
14235.0,26,2,1264.55,3,3,4,Loyal Customers
14236.0,172,1,189.3,1,1,1,Hibernating
14237.0,173,1,161.0,1,1,1,Hibernating
14238.0,126,1,146.85,1,1,1,Hibernating
14239.0,1,6,1295.04,4,4,4,Champions
14240.0,25,1,226.85,3,1,1,Potential Loyalists
14242.0,34,2,280.55,3,3,2,Potential Loyalists
14243.0,46,5,1513.07,3,4,4,Loyal Customers
14245.0,20,2,1693.45,3,3,4,Loyal Customers
14246.0,46,1,449.64,3,1,2,Potential Loyalists
14247.0,78,1,136.76999999999998,2,1,1,At Risk
14248.0,118,1,302.58,1,1,2,Hibernating
14256.0,60,2,969.0600000000001,2,3,3,Loyal Customers
14257.0,118,1,620.14,1,1,3,Hibernating
14258.0,45,5,6066.66,3,4,4,Loyal Customers
14262.0,40,1,240.0,3,1,1,Potential Loyalists
14264.0,45,1,115.7,3,1,1,Potential Loyalists
14267.0,60,2,836.36,2,3,3,Loyal Customers
14270.0,132,1,492.65000000000003,1,1,3,Hibernating
14271.0,25,1,112.32,3,1,1,Potential Loyalists
14272.0,54,1,132.09,2,1,1,At Risk
14273.0,18,2,218.7,3,3,1,Potential Loyalists
14276.0,90,1,341.2,2,1,2,At Risk
14277.0,12,1,1637.43,4,1,4,Potential Loyalists
14282.0,3,5,1809.18,4,4,4,Champions
14286.0,43,1,2050.08,3,1,4,Potential Loyalists
14288.0,13,1,426.6,4,1,2,Potential Loyalists
14289.0,41,2,469.54,3,3,3,Loyal Customers
14290.0,162,1,777.5600000000001,1,1,3,Hibernating
14291.0,11,3,1613.46,4,3,4,Champions
14292.0,4,2,1125.21,4,3,4,Champions
14293.0,105,2,508.02000000000004,1,3,3,Loyal Customers
14297.0,75,1,232.6,2,1,1,At Risk
14298.0,19,26,26808.63,3,4,4,Loyal Customers
14299.0,118,4,1565.94,1,4,4,Loyal Customers
14304.0,22,1,383.45,3,1,2,Potential Loyalists
14307.0,20,3,1694.98,3,3,4,Loyal Customers
14309.0,35,4,935.88,3,4,3,Loyal Customers
14311.0,43,1,310.26,3,1,2,Potential Loyalists
14312.0,73,3,594.02,2,3,3,Loyal Customers
14315.0,66,1,530.4,2,1,3,At Risk
14320.0,7,2,477.79,4,3,3,Champions
14321.0,133,1,326.82,1,1,2,Hibernating
14323.0,38,1,299.82,3,1,2,Potential Loyalists
14326.0,42,1,183.85,3,1,1,Potential Loyalists
14329.0,73,2,2125.6,2,3,4,Loyal Customers
14334.0,4,5,1678.23,4,4,4,Champions
14336.0,19,2,764.45,3,3,3,Loyal Customers
14339.0,42,1,309.52,3,1,2,Potential Loyalists
14340.0,19,1,134.7,3,1,1,Potential Loyalists
14341.0,15,4,703.15,4,4,3,Champions
14342.0,10,1,309.6,4,1,2,Potential Loyalists
14344.0,7,6,645.88,4,4,3,Champions
14346.0,97,1,262.44,1,1,2,Hibernating
14348.0,60,1,409.57,2,1,2,At Risk
14350.0,74,1,282.93,2,1,2,At Risk
14352.0,35,2,845.32,3,3,3,Loyal Customers
14353.0,15,1,90.6,4,1,1,Potential Loyalists
14355.0,165,1,174.4,1,1,1,Hibernating
14364.0,11,1,719.15,4,1,3,Potential Loyalists
14367.0,12,6,2829.11,4,4,4,Champions
14368.0,120,1,155.0,1,1,1,Hibernating
14371.0,95,1,100.5,1,1,1,Hibernating
14373.0,158,1,76.55,1,1,1,Hibernating
14377.0,62,1,314.6,2,1,2,At Risk
14379.0,95,1,110.98,1,1,1,Hibernating
14386.0,97,1,142.4,1,1,1,Hibernating
14388.0,3,3,1173.19,4,3,4,Champions
14390.0,11,3,1036.08,4,3,3,Champions
14393.0,18,1,67.95,3,1,1,Potential Loyalists
14395.0,22,5,1625.94,3,4,4,Loyal Customers
14396.0,171,1,110.35000000000001,1,1,1,Hibernating
14397.0,13,1,165.44,4,1,1,Potential Loyalists
14401.0,115,2,552.12,1,3,3,Loyal Customers
14403.0,17,2,976.01,3,3,3,Loyal Customers
14404.0,60,3,723.58,2,3,3,Loyal Customers
14407.0,5,2,1002.6800000000001,4,3,3,Champions
14408.0,38,2,705.6400000000001,3,3,3,Loyal Customers
14409.0,118,3,666.1,1,3,3,Loyal Customers
14410.0,6,6,778.8,4,4,3,Champions
14411.0,110,1,1063.0,1,1,4,Hibernating
14413.0,162,1,122.7,1,1,1,Hibernating
14414.0,158,1,217.2,1,1,1,Hibernating
14415.0,34,4,2012.15,3,4,4,Loyal Customers
14419.0,52,2,307.56,2,3,2,At Risk
14421.0,11,1,455.18,4,1,2,Potential Loyalists
14422.0,67,1,401.31,2,1,2,At Risk
14423.0,18,1,265.2,3,1,2,Potential Loyalists
14426.0,76,3,1495.58,2,3,4,Loyal Customers
14428.0,40,2,330.62,3,3,2,Potential Loyalists
14431.0,103,1,470.36,1,1,3,Hibernating
14437.0,166,1,63.0,1,1,1,Hibernating
14438.0,106,1,131.9,1,1,1,Hibernating
14439.0,119,1,2661.24,1,1,4,Hibernating
14440.0,117,2,1185.71,1,3,4,Loyal Customers
14441.0,55,1,356.84000000000003,2,1,2,At Risk
14442.0,4,2,1589.82,4,3,4,Champions
14443.0,110,2,608.4,1,3,3,Loyal Customers
14446.0,46,1,303.04,3,1,2,Potential Loyalists
14447.0,80,1,265.0,2,1,2,At Risk
14448.0,164,1,102.35000000000001,1,1,1,Hibernating
14449.0,46,2,401.3,3,3,2,Potential Loyalists
14450.0,43,2,269.45,3,3,2,Potential Loyalists
14457.0,111,1,113.64,1,1,1,Hibernating
14460.0,110,1,30.0,1,1,1,Hibernating
14461.0,61,1,776.23,2,1,3,At Risk
14462.0,13,6,956.2,4,4,3,Champions
14463.0,5,1,115.92,4,1,1,Potential Loyalists
14465.0,46,3,1058.6200000000001,3,3,4,Loyal Customers
14466.0,80,3,1035.65,2,3,3,Loyal Customers
14467.0,112,1,131.7,1,1,1,Hibernating
14470.0,87,1,297.64,2,1,2,At Risk
14472.0,57,4,1328.18,2,4,4,Loyal Customers
14473.0,82,1,85.0,2,1,1,At Risk
14475.0,105,1,306.55,1,1,2,Hibernating
14476.0,57,1,215.7,2,1,1,At Risk
14477.0,97,1,165.0,1,1,1,Hibernating
14479.0,54,2,316.25,2,3,2,At Risk
14481.0,87,1,302.86,2,1,2,At Risk
14482.0,39,1,238.1,3,1,1,Potential Loyalists
14483.0,82,1,137.1,2,1,1,At Risk
14487.0,168,1,125.10000000000001,1,1,1,Hibernating
14489.0,7,1,463.38,4,1,2,Potential Loyalists
14491.0,172,1,127.2,1,1,1,Hibernating
14496.0,112,2,538.8100000000001,1,3,3,Loyal Customers
14497.0,109,1,475.37,1,1,3,Hibernating
14498.0,161,1,166.22,1,1,1,Hibernating
14499.0,78,1,126.02000000000001,2,1,1,At Risk
14501.0,120,1,66.93,1,1,1,Hibernating
14502.0,34,6,1070.23,3,4,4,Loyal Customers
14504.0,43,3,542.71,3,3,3,Loyal Customers
14505.0,4,5,3192.76,4,4,4,Champions
14506.0,83,2,566.86,2,3,3,Loyal Customers
14507.0,15,3,615.31,4,3,3,Champions
14512.0,32,1,126.32,3,1,1,Potential Loyalists
14513.0,6,2,317.35,4,3,2,Champions
14514.0,1,2,403.11,4,3,2,Champions
14515.0,18,1,425.4,3,1,2,Potential Loyalists
14520.0,91,1,165.0,2,1,1,At Risk
14524.0,36,4,777.58,3,4,3,Loyal Customers
14525.0,35,4,1249.87,3,4,4,Loyal Customers
14527.0,5,25,3214.21,4,4,4,Champions
14530.0,62,2,1146.91,2,3,4,Loyal Customers
14532.0,36,4,932.85,3,4,3,Loyal Customers
14533.0,152,1,433.5,1,1,2,Hibernating
14534.0,13,7,1505.73,4,4,4,Champions
14535.0,48,1,853.97,2,1,3,At Risk
14536.0,59,1,171.8,2,1,1,At Risk
14538.0,56,1,106.5,2,1,1,At Risk
14540.0,109,1,195.9,1,1,1,Hibernating
14541.0,14,6,1013.75,4,4,3,Champions
14543.0,14,8,2221.8,4,4,4,Champions
14544.0,161,1,1121.92,1,1,4,Hibernating
14546.0,1,2,874.88,4,3,3,Champions
14548.0,118,1,326.4,1,1,2,Hibernating
14549.0,111,1,289.24,1,1,2,Hibernating
14551.0,4,1,125.43,4,1,1,Potential Loyalists
14553.0,18,2,312.32,3,3,2,Potential Loyalists
14555.0,102,1,197.94,1,1,1,Hibernating
14560.0,60,8,1164.85,2,4,4,Loyal Customers
14562.0,32,3,916.1,3,3,3,Loyal Customers
14565.0,5,2,1877.55,4,3,4,Champions
14570.0,80,2,218.06,2,3,1,At Risk
14572.0,54,3,1077.93,2,3,4,Loyal Customers
14573.0,12,5,1193.69,4,4,4,Champions
14576.0,172,1,35.400000000000006,1,1,1,Hibernating
14577.0,32,2,468.01,3,3,3,Loyal Customers
14583.0,5,1,174.51,4,1,1,Potential Loyalists
14586.0,77,1,237.36,2,1,1,At Risk
14587.0,13,7,1280.33,4,4,4,Champions
14589.0,171,1,39.75,1,1,1,Hibernating
14591.0,13,1,250.22,4,1,2,Potential Loyalists
14594.0,173,1,255.0,1,1,2,Hibernating
14595.0,113,1,163.8,1,1,1,Hibernating
14600.0,106,1,393.33000000000004,1,1,2,Hibernating
14603.0,75,1,660.0,2,1,3,At Risk
14606.0,6,46,6532.92,4,4,4,Champions
14607.0,61,1,495.0,2,1,3,At Risk
14608.0,162,1,204.0,1,1,1,Hibernating
14609.0,96,1,144.0,1,1,1,Hibernating
14616.0,43,3,406.08000000000004,3,3,2,Potential Loyalists
14618.0,137,1,211.8,1,1,1,Hibernating
14619.0,46,1,394.44,3,1,2,Potential Loyalists
14620.0,5,2,412.78000000000003,4,3,2,Champions
14621.0,158,1,305.7,1,1,2,Hibernating
14623.0,35,1,192.68,3,1,1,Potential Loyalists
14625.0,161,1,585.53,1,1,3,Hibernating
14626.0,33,1,586.9,3,1,3,Potential Loyalists
14628.0,42,1,331.58000000000004,3,1,2,Potential Loyalists
14631.0,35,2,630.08,3,3,3,Loyal Customers
14632.0,63,1,114.56,2,1,1,At Risk
14633.0,66,1,344.90000000000003,2,1,2,At Risk
14636.0,69,1,300.19,2,1,2,At Risk
14639.0,91,2,1235.13,2,3,4,Loyal Customers
14640.0,27,1,413.45000000000005,3,1,2,Potential Loyalists
14643.0,158,1,357.94,1,1,2,Hibernating
14644.0,98,1,187.50000000000003,1,1,1,Hibernating
14645.0,76,1,240.10000000000002,2,1,1,At Risk
14646.0,5,23,100340.24,4,4,4,Champions
14647.0,1,1,243.22,4,1,2,Potential Loyalists
14649.0,12,2,584.22,4,3,3,Champions
14651.0,11,1,416.32,4,1,2,Potential Loyalists
14653.0,138,1,344.81,1,1,2,Hibernating
14655.0,22,1,810.56,3,1,3,Potential Loyalists
14656.0,83,1,133.11,2,1,1,At Risk
14657.0,82,2,524.4,2,3,3,Loyal Customers
14659.0,17,4,1165.13,3,4,4,Loyal Customers
14662.0,34,3,524.86,3,3,3,Loyal Customers
14665.0,97,3,731.66,1,3,3,Loyal Customers
14667.0,14,11,3953.81,4,4,4,Champions
14669.0,41,3,1269.99,3,3,4,Loyal Customers
